Gene,Coefficient_x,Odds Ratio,Coefficient_y,Absolute_Coefficient
CXXC4,0.001657498,1.001658872,0.000315747,0.000315747
GPR153,0.001657149,1.001658523,0.000333132,0.000333132
ETV1,0.001656007,1.001657379,0.00028981,0.00028981
NMI,0.001655944,1.001657316,9.892702432588284e-05,9.892702432588284e-05
EPC1,0.001655808,1.00165718,0.000339952,0.000339952
SLC25A19,0.001655222,1.001656593,0.000180224,0.000180224
DUOX2,0.001654609,1.001655978,0.00038717,0.00038717
RBM45,0.001653445,1.001654812,0.000171692,0.000171692
SDHAF1,0.00165294,1.001654307,0.000239678,0.000239678
JADE3,0.001652715,1.001654082,0.000114436,0.000114436
GNA12,0.001651354,1.001652719,0.000250129,0.000250129
ZNF628,0.001649772,1.001651134,0.000386387,0.000386387
HSPH1,0.001649681,1.001651043,0.000134869,0.000134869
ZBTB44,0.001649055,1.001650416,0.000347043,0.000347043
SHOC2,0.001648792,1.001650152,0.000390744,0.000390744
SAAL1,0.001648207,1.001649566,0.000141279,0.000141279
PPIE,0.001647955,1.001649314,0.000207671,0.000207671
MYCBP,0.001647761,1.001649119,0.000143451,0.000143451
DERL2,0.00164754,1.001648898,0.000226262,0.000226262
ACTR10,0.001647266,1.001648624,0.00020505,0.00020505
CTSK,0.00164718,1.001648537,0.000196541,0.000196541
BCKDK,0.001647066,1.001648423,0.000170845,0.000170845
HMG20B,0.001646668,1.001648024,0.000141836,0.000141836
PMS1,0.001646257,1.001647613,0.000253701,0.000253701
KCTD6,0.001646033,1.001647388,0.000198289,0.000198289
PLEKHA1,0.001645558,1.001646913,0.000259758,0.000259758
RRP8,0.001645351,1.001646706,0.000286208,0.000286208
NDFIP1,0.001644803,1.001646156,0.000307183,0.000307183
POP1,0.00164438,1.001645733,0.000157985,0.000157985
HCK,0.001644331,1.001645683,-0.00020976,0.00020976
EXTL3,0.001644195,1.001645547,0.000291114,0.000291114
FMNL2,0.001643661,1.001645013,0.000398683,0.000398683
LRRC61,0.001643254,1.001644604,1.3687024907017497e-06,1.3687024907017497e-06
BBS4,0.001641789,1.001643138,0.000196997,0.000196997
TSGA10,0.001641576,1.001642924,0.000386233,0.000386233
SOX4,0.001641018,1.001642365,0.000141754,0.000141754
SLAMF6,0.001640453,1.001641799,0.000239022,0.000239022
SDHA,0.001640373,1.001641719,0.000280389,0.000280389
GPR108,0.001637368,1.001638709,0.000240067,0.000240067
IQCK,0.0016343,1.001635636,0.000221506,0.000221506
SIMC1,0.001633916,1.001635251,0.000189063,0.000189063
GEMIN7,0.001633899,1.001635234,0.000247022,0.000247022
RPL38,0.001633667,1.001635002,0.00035898,0.00035898
NCAPH,0.001633648,1.001634983,0.000123468,0.000123468
ZNF22,0.001633406,1.001634741,0.000203454,0.000203454
RASSF2,0.001633398,1.001634732,0.000187247,0.000187247
TRIQK,0.001632714,1.001634048,0.000200659,0.000200659
S100A16,0.001632481,1.001633814,0.000174085,0.000174085
LZTFL1,0.001632467,1.0016338,0.000267344,0.000267344
GPN1,0.001632347,1.00163368,0.000229565,0.000229565
DAP,0.001631184,1.001632515,4.51985227082289e-05,4.51985227082289e-05
FAM199X,0.001631179,1.00163251,0.000277325,0.000277325
JMJD4,0.001631022,1.001632353,0.000154134,0.000154134
SRSF2,0.001630549,1.001631879,0.000137067,0.000137067
MDC1,0.001630401,1.001631731,0.000265692,0.000265692
PDS5A,0.001630333,1.001631663,0.000264417,0.000264417
TOP3A,0.001630184,1.001631513,0.000184133,0.000184133
CDAN1,0.001629946,1.001631275,0.000259677,0.000259677
SLC25A24,0.001629926,1.001631255,0.000246919,0.000246919
ATP13A2,0.001629729,1.001631057,0.000149799,0.000149799
SSR3,0.001629006,1.001630333,0.000213845,0.000213845
RBM39,0.001628399,1.001629726,0.000271612,0.000271612
FUBP1,0.001628211,1.001629538,0.000246987,0.000246987
DYRK1A,0.001627817,1.001629143,0.00028571,0.00028571
SDCCAG8,0.001627633,1.001628959,0.000199629,0.000199629
ITGB5,0.001627117,1.001628441,0.00030564,0.00030564
DAGLB,0.001626435,1.001627758,0.000261767,0.000261767
UFM1,0.001625846,1.001627168,0.000231721,0.000231721
GIN1,0.001625603,1.001626925,0.00029967,0.00029967
GCAT,0.001625025,1.001626346,0.000129692,0.000129692
CSF1R,0.001624936,1.001626257,-9.81E-05,9.80756677988852e-05
PPP1R16A,0.001624821,1.001626142,0.000303722,0.000303722
FAM117B,0.001624384,1.001625704,0.000248624,0.000248624
PLCB2,0.001623963,1.001625282,0.000140064,0.000140064
NINJ1,0.001622385,1.001623702,5.318129708647632e-05,5.318129708647632e-05
ATP6V1B2,0.001621971,1.001623287,0.000234908,0.000234908
LAMTOR3,0.001621548,1.001622863,0.000274448,0.000274448
ANKRD54,0.001621264,1.001622579,0.00011172,0.00011172
PUS7,0.001620879,1.001622193,0.000181849,0.000181849
LAMP1,0.001620227,1.00162154,0.000241657,0.000241657
CDCA5,0.001620034,1.001621347,0.000144422,0.000144422
THAP4,0.001618189,1.001619499,0.000203302,0.000203302
FBXL12,0.00161668,1.001617987,0.000232815,0.000232815
ZNF124,0.001615565,1.001616871,4.146719951833404e-05,4.146719951833404e-05
SYNCRIP,0.001614301,1.001615604,0.000261257,0.000261257
SMC5,0.001613766,1.001615069,0.000318954,0.000318954
RTN4IP1,0.001613532,1.001614835,0.000118087,0.000118087
AKIP1,0.001611688,1.001612987,0.000211804,0.000211804
ZAP70,0.001610402,1.0016117,0.000273224,0.000273224
HNRNPLL,0.001609789,1.001611086,0.000259089,0.000259089
NUP155,0.001609288,1.001610584,0.000197757,0.000197757
TMEM192,0.001608966,1.001610262,0.000342357,0.000342357
AGBL3,0.001607932,1.001609225,6.934515851972096e-05,6.934515851972096e-05
AKAP8,0.001606866,1.001608157,0.000316343,0.000316343
SAPCD2,0.001605918,1.001607208,0.000115168,0.000115168
ALDH3B1,0.001605601,1.001606891,7.159447834954782e-05,7.159447834954782e-05
UBA2,0.00160472,1.001606008,0.00030855,0.00030855
SERINC2,0.001602485,1.00160377,4.802320478903763e-05,4.802320478903763e-05
TTLL11,0.001601535,1.001602818,0.00039532,0.00039532
RNF10,0.001601221,1.001602503,0.000211663,0.000211663
CEP76,0.00160021,1.001601491,0.000242693,0.000242693
NDUFA4L2,0.001600184,1.001601465,0.000370827,0.000370827
AGTRAP,0.001599822,1.001601102,1.146966579728976e-05,1.146966579728976e-05
SLIRP,0.001599794,1.001601075,0.000200675,0.000200675
TRIM16,0.001599703,1.001600983,0.000384562,0.000384562
SNAP29,0.001599483,1.001600762,0.000245563,0.000245563
BCAS2,0.00159935,1.00160063,0.000116351,0.000116351
CMKLR1,0.001599314,1.001600594,0.000112294,0.000112294
BMPR1A,0.001599097,1.001600376,0.000306881,0.000306881
PLEKHJ1,0.001598316,1.001599594,0.000247517,0.000247517
PLEKHO2,0.001596963,1.001598239,0.00016552,0.00016552
WDR91,0.00159481,1.001596083,0.000215894,0.000215894
COMMD2,0.001594774,1.001596046,0.000157862,0.000157862
TPD52L1,0.001594243,1.001595515,0.000385011,0.000385011
PIP5KL1,0.00159393,1.001595201,0.000219391,0.000219391
BNIP2,0.001593068,1.001594338,0.000352002,0.000352002
SMCHD1,0.001593065,1.001594334,0.000331267,0.000331267
MSH2,0.001592193,1.001593461,0.000140368,0.000140368
CHURC1,0.001592132,1.001593401,0.000387282,0.000387282
PGLS,0.001591433,1.0015927,0.000214565,0.000214565
REEP3,0.00159002,1.001591284,0.000261736,0.000261736
NUP133,0.001589996,1.001591261,0.000206447,0.000206447
RNASE4,0.001589138,1.001590401,0.000226029,0.000226029
TSC22D2,0.001589046,1.001590309,0.000331471,0.000331471
ANXA5,0.001588762,1.001590025,0.000171686,0.000171686
SERPINB7,0.001588674,1.001589936,0.000124312,0.000124312
SEMA7A,0.001587566,1.001588827,2.783537967171673e-05,2.783537967171673e-05
MPP5,0.001585835,1.001587093,0.000326527,0.000326527
CEACAM1,0.001585814,1.001587072,0.000352927,0.000352927
INPP5B,0.00158406,1.001585315,0.000326375,0.000326375
RCBTB2,0.001583135,1.001584389,0.000360715,0.000360715
ARHGEF16,0.00158219,1.001583443,0.000108148,0.000108148
ABHD3,0.001582073,1.001583325,0.000157978,0.000157978
ARID4B,0.001581469,1.00158272,0.000219968,0.000219968
TOM1,0.001580742,1.001581992,0.000232667,0.000232667
RASIP1,0.001580163,1.001581412,0.000487957,0.000487957
HNF4G,0.001579819,1.001581067,0.000194542,0.000194542
CENPH,0.001578426,1.001579672,9.937633152638618e-05,9.937633152638618e-05
TUSC2,0.001578413,1.00157966,0.000198965,0.000198965
FANCI,0.001578022,1.001579268,0.000195571,0.000195571
SFT2D2,0.00157686,1.001578104,7.535893496908759e-05,7.535893496908759e-05
ARAF,0.001575879,1.001577121,0.000274661,0.000274661
CCDC90B,0.001575835,1.001577078,0.000209693,0.000209693
MAF1,0.001575689,1.001576931,0.00022524,0.00022524
NDUFA1,0.001575399,1.00157664,0.000209593,0.000209593
SNTB1,0.00157452,1.00157576,0.000376539,0.000376539
POLR2K,0.001570132,1.001571365,0.000122013,0.000122013
CDIPT,0.001569727,1.00157096,0.000222709,0.000222709
SLCO4A1,0.001569548,1.00157078,0.000206687,0.000206687
UGGT2,0.001569426,1.001570658,0.000259204,0.000259204
RPL8,0.001568901,1.001570133,0.000363876,0.000363876
VANGL1,0.001568839,1.00157007,9.485133008977492e-05,9.485133008977492e-05
PRKCD,0.001568615,1.001569846,0.000194906,0.000194906
UPF2,0.001568237,1.001569467,0.000213904,0.000213904
PELP1,0.0015679,1.00156913,0.000243569,0.000243569
PAQR3,0.00156471,1.001565935,0.000246949,0.000246949
EXOSC4,0.001564533,1.001565758,7.017403075578691e-05,7.017403075578691e-05
SYCE1L,0.001564166,1.00156539,0.000490024,0.000490024
GPC2,0.001564005,1.001565229,1.4639306227118416e-05,1.4639306227118416e-05
ZNF691,0.001563369,1.001564592,0.000124056,0.000124056
MAPK7,0.00156331,1.001564532,0.000169153,0.000169153
CRMP1,0.001562984,1.001564206,0.00025065,0.00025065
PSIP1,0.001561853,1.001563073,0.000284448,0.000284448
TBXAS1,0.001561727,1.001562948,9.07734762464309e-05,9.07734762464309e-05
MCM3,0.001561331,1.001562551,0.000163747,0.000163747
TRPT1,0.001561219,1.001562438,0.000228637,0.000228637
PRDX1,0.001560946,1.001562165,7.177133105822076e-05,7.177133105822076e-05
CACFD1,0.001560903,1.001562122,9.184029183968451e-05,9.184029183968451e-05
RPF1,0.001560758,1.001561977,0.000144756,0.000144756
MYBL1,0.001560467,1.001561685,0.000106339,0.000106339
VMP1,0.001559501,1.001560718,0.000200757,0.000200757
FYTTD1,0.001558696,1.001559912,0.000231944,0.000231944
TXLNA,0.001558534,1.001559749,8.669038265272412e-05,8.669038265272412e-05
RBPMS2,0.001558014,1.001559229,0.000453749,0.000453749
HMGXB4,0.001557426,1.00155864,0.000255459,0.000255459
SMS,0.001556129,1.00155734,0.000137604,0.000137604
GPR1,0.001555884,1.001557095,0.000314881,0.000314881
BRMS1,0.001554696,1.001555905,0.000144794,0.000144794
PDE1C,0.001553961,1.001555169,0.000796036,0.000796036
B4GALNT3,0.001552591,1.001553797,1.1849188787857285e-05,1.1849188787857285e-05
CCNE2,0.001551954,1.001553159,8.710644632163849e-05,8.710644632163849e-05
TOX,0.00155171,1.001552915,0.000213945,0.000213945
ERN1,0.001551703,1.001552908,0.000271219,0.000271219
RELL1,0.001551121,1.001552325,0.000124523,0.000124523
RIN2,0.001550907,1.00155211,0.00024271,0.00024271
CENPM,0.001550681,1.001551884,0.00013848,0.00013848
IRAK2,0.001549557,1.001550759,0.000381675,0.000381675
NUDT6,0.001549478,1.001550679,0.000360335,0.000360335
WDR12,0.001549305,1.001550505,0.000258615,0.000258615
CCNL2,0.001547876,1.001549075,0.000190958,0.000190958
PDIA6,0.001546639,1.001547836,0.000195846,0.000195846
MICU2,0.001545444,1.001546639,0.000192241,0.000192241
SNRPD2,0.001544457,1.00154565,0.000228835,0.000228835
TPGS2,0.001544021,1.001545213,0.000272306,0.000272306
GSTP1,0.001540742,1.001541929,8.76283615521261e-05,8.76283615521261e-05
C1QA,0.001540444,1.001541631,-0.000298193,0.000298193
GOLPH3L,0.001540306,1.001541492,0.000201769,0.000201769
RBMS1,0.001539919,1.001541106,0.000200025,0.000200025
IKZF5,0.001539895,1.001541082,0.000243283,0.000243283
TBC1D1,0.001539775,1.001540962,0.000168191,0.000168191
KIAA2013,0.001539592,1.001540777,0.000175648,0.000175648
KCTD7,0.001539316,1.001540501,0.000172486,0.000172486
NDUFS7,0.001539,1.001540185,0.00034498,0.00034498
ZNF184,0.001538004,1.001539188,9.093556744360112e-05,9.093556744360112e-05
CBWD1,0.001537389,1.001538572,0.000296561,0.000296561
FAM204A,0.001537374,1.001538557,0.000223922,0.000223922
TTC9C,0.001536989,1.001538171,0.00019799,0.00019799
INTS7,0.001536844,1.001538025,0.000140109,0.000140109
SCYL2,0.001536147,1.001537328,0.000212388,0.000212388
BRAF,0.001536069,1.00153725,0.000295065,0.000295065
BNIP3,0.001534958,1.001536137,0.000219102,0.000219102
C8orf34,0.001534514,1.001535692,0.00025508,0.00025508
EIF1B,0.001534246,1.001535423,0.000155724,0.000155724
OSGIN2,0.001533106,1.001534281,0.000264181,0.000264181
RNF212,0.001532537,1.001533712,0.000242145,0.000242145
ZNF280C,0.001531716,1.00153289,8.724314580071382e-05,8.724314580071382e-05
ARMC1,0.001530849,1.001532021,0.000139987,0.000139987
CETN3,0.001530105,1.001531276,0.000266929,0.000266929
CEP83,0.001530043,1.001531214,0.000145952,0.000145952
ORC5,0.001529421,1.001530591,0.000140129,0.000140129
YTHDC1,0.001528496,1.001529665,0.000310536,0.000310536
LRP11,0.001528102,1.00152927,0.000229211,0.000229211
IFIT1,0.001527794,1.001528962,4.911867804892854e-06,4.911867804892854e-06
FAM118A,0.001526501,1.001527667,0.000358643,0.000358643
ASNSD1,0.001525893,1.001527058,0.000251115,0.000251115
RNF182,0.00152543,1.001526594,0.000137702,0.000137702
DNAJB14,0.001524731,1.001525894,0.000266157,0.000266157
SLC35C2,0.001524721,1.001525884,0.000164935,0.000164935
ARPC5L,0.001523683,1.001524844,6.31278822404071e-05,6.31278822404071e-05
NDUFA12,0.001523479,1.00152464,0.000210655,0.000210655
EI24,0.001522658,1.001523818,0.000252585,0.000252585
PTAFR,0.001522389,1.001523549,-0.000146101,0.000146101
NASP,0.001521968,1.001523127,0.000116386,0.000116386
HINT1,0.001521408,1.001522566,0.000253486,0.000253486
TET1,0.00152106,1.001522217,0.000227982,0.000227982
ZNF398,0.001519815,1.00152097,9.543792105620905e-05,9.543792105620905e-05
TRAPPC2,0.001517979,1.001519131,0.000176783,0.000176783
PIK3R5,0.001517269,1.001518421,-3.55E-05,3.5520203917976945e-05
ZNF260,0.00151675,1.001517901,0.000104891,0.000104891
TIPRL,0.001516352,1.001517502,7.668419391595495e-05,7.668419391595495e-05
CNNM3,0.00151602,1.00151717,0.000278252,0.000278252
AIM2,0.001515794,1.001516944,5.032224427008202e-06,5.032224427008202e-06
MKRN2,0.001515593,1.001516742,0.000292152,0.000292152
LLPH,0.001515456,1.001516605,0.000117644,0.000117644
PSMA5,0.001514944,1.001516092,7.480667722521359e-05,7.480667722521359e-05
COPS6,0.001514721,1.001515869,0.000154425,0.000154425
SRSF4,0.001514712,1.001515859,0.000248245,0.000248245
TNRC18,0.001514649,1.001515797,0.00029803,0.00029803
MIER1,0.001514521,1.001515668,0.00021961,0.00021961
FAM189B,0.001514225,1.001515372,6.86344924795447e-05,6.86344924795447e-05
WNT2B,0.001513259,1.001514405,0.00015184,0.00015184
ICA1,0.001512903,1.001514048,0.000189788,0.000189788
SHQ1,0.001512708,1.001513852,0.00026974,0.00026974
TBC1D10A,0.001512148,1.001513292,0.000283721,0.000283721
MXD3,0.001512118,1.001513262,0.000129861,0.000129861
UQCRB,0.001511544,1.001512687,0.000258332,0.000258332
L3MBTL4,0.001510707,1.001511849,0.000405309,0.000405309
WIPI2,0.001510095,1.001511236,0.0002415,0.0002415
HEXB,0.001509719,1.001510859,0.000162629,0.000162629
SACM1L,0.001509386,1.001510526,0.000230626,0.000230626
SYK,0.001509124,1.001510264,7.382033133538149e-05,7.382033133538149e-05
FAM90A1,0.001507554,1.001508691,0.000114308,0.000114308
CENPK,0.00150683,1.001507966,0.000129757,0.000129757
SLC12A9,0.00150675,1.001507886,0.000241522,0.000241522
NOL10,0.001506691,1.001507826,0.000197371,0.000197371
GXYLT1,0.00150659,1.001507726,0.000241571,0.000241571
COL5A3,0.001505268,1.001506401,0.000414502,0.000414502
FBXO41,0.001505228,1.001506361,5.382440890074319e-05,5.382440890074319e-05
MBD3,0.00150486,1.001505993,0.000169631,0.000169631
ABHD11,0.001504859,1.001505992,0.000171451,0.000171451
GOLGA4,0.001504612,1.001505744,0.000232278,0.000232278
TNK1,0.001504206,1.001505338,0.000230715,0.000230715
NEK4,0.001501635,1.001502763,0.000200762,0.000200762
FBXO3,0.001500678,1.001501804,0.000347655,0.000347655
FUT11,0.001500191,1.001501317,8.567173816243293e-05,8.567173816243293e-05
RRAGC,0.00150018,1.001501306,0.000239152,0.000239152
CYC1,0.001500163,1.001501289,0.000287538,0.000287538
PRSS23,0.001498957,1.001500081,0.000443609,0.000443609
PPP1R3B,0.001498808,1.001499932,0.000229856,0.000229856
B3GAT3,0.001498018,1.00149914,9.65215441789749e-05,9.65215441789749e-05
WWP1,0.001497356,1.001498477,0.000326151,0.000326151
RIPK4,0.00149692,1.001498041,0.000425555,0.000425555
RBM22,0.001496334,1.001497454,0.000226244,0.000226244
MAGI2,0.001495461,1.00149658,0.000341112,0.000341112
PINX1,0.00149478,1.001495898,0.000318232,0.000318232
SGTB,0.001493804,1.00149492,0.000194121,0.000194121
ASB3,0.001493626,1.001494742,0.000193946,0.000193946
BLOC1S6,0.001492975,1.00149409,0.000248651,0.000248651
ZNF565,0.00149224,1.001493354,0.000202667,0.000202667
TMEM67,0.001492079,1.001493193,0.000136916,0.000136916
ENOX2,0.001491811,1.001492924,0.000289904,0.000289904
ADAM28,0.001491293,1.001492406,4.472586908490627e-05,4.472586908490627e-05
SS18,0.001491202,1.001492315,0.000187913,0.000187913
MRPL33,0.001490202,1.001491313,0.00021178,0.00021178
AMPD1,0.001490104,1.001491215,0.000101874,0.000101874
METTL9,0.001490052,1.001491162,0.000296448,0.000296448
MAP2K1,0.001489587,1.001490697,0.000264853,0.000264853
DDX18,0.0014889,1.001490009,0.000282766,0.000282766
AHI1,0.001488787,1.001489895,0.000144366,0.000144366
PPEF2,0.0014887,1.001489808,0.000284534,0.000284534
FBXO32,0.001488245,1.001489353,0.000373913,0.000373913
RNF216,0.001486521,1.001487626,0.000313325,0.000313325
SLC11A2,0.001486409,1.001487514,0.000161311,0.000161311
KIF5B,0.001486043,1.001487147,0.000228115,0.000228115
TTC27,0.001485668,1.001486772,0.000242497,0.000242497
ENKD1,0.001485457,1.001486561,0.000256202,0.000256202
FAM136A,0.001484874,1.001485977,1.6499250623476513e-05,1.6499250623476513e-05
ZNF385B,0.001484643,1.001485746,0.000197016,0.000197016
FNDC3A,0.001483507,1.001484608,0.000325699,0.000325699
CD180,0.001483032,1.001484133,0.000271342,0.000271342
UBTD1,0.001482658,1.001483758,0.000155877,0.000155877
SNX27,0.001481792,1.001482891,0.000129366,0.000129366
CHERP,0.001481622,1.00148272,0.000296119,0.000296119
PPP2R3C,0.001481136,1.001482234,0.000126148,0.000126148
RNF11,0.001479817,1.001480912,0.000247505,0.000247505
FAM78A,0.001479804,1.001480899,0.000140544,0.000140544
TMEM8B,0.001479324,1.001480419,0.000246356,0.000246356
WDR61,0.001479291,1.001480386,0.000255326,0.000255326
ADO,0.001478002,1.001479095,0.000147108,0.000147108
ZFP37,0.001477067,1.001478158,0.000190403,0.000190403
CACNA1D,0.001476532,1.001477623,5.489045067046724e-05,5.489045067046724e-05
RAP1A,0.001476235,1.001477325,0.000173876,0.000173876
PAQR6,0.001476184,1.001477274,8.882235775752728e-05,8.882235775752728e-05
STIL,0.001475847,1.001476936,1.314867045539795e-05,1.314867045539795e-05
ATP6V1D,0.001475692,1.001476781,0.00021453,0.00021453
SLC20A2,0.001475651,1.001476741,0.00011101,0.00011101
LRRC6,0.001474746,1.001475834,7.463435047999709e-05,7.463435047999709e-05
SLC44A3,0.00147413,1.001475217,0.000199403,0.000199403
GM2A,0.001471727,1.00147281,0.000229772,0.000229772
NTF3,0.001471231,1.001472314,0.000280301,0.000280301
HILPDA,0.001471126,1.001472209,9.945223954491244e-05,9.945223954491244e-05
TSPO,0.001470893,1.001471975,0.000168978,0.000168978
ERGIC2,0.001469847,1.001470927,0.00018017,0.00018017
UBL5,0.001469172,1.001470252,0.000108228,0.000108228
N4BP2L2,0.00146861,1.001469689,0.000270682,0.000270682
ESF1,0.001468509,1.001469587,0.000224013,0.000224013
HIGD2A,0.001467624,1.001468701,0.000227192,0.000227192
KCNQ1,0.001466057,1.001467132,0.000165437,0.000165437
